Device_ID,Device_Type,Purchase_Date,Age,Manufacturer,Model,Country,Maintenance_Cost,Downtime,Maintenance_Frequency,Failure_Event_Count,Maintenance_Class,Maintenance_Report
MD01542,CT Scanner,8/24/2019,6,MedEquip,Model-300,USA,6758.311086,5.733994976,2,0,1,Component inspection after detecting voltage spike; functionality restored. log cleaned stable condition
MD03934,X-Ray Machine,3/19/2020,5,RescueTech,Model-650,USA,15983.02063,18.00740418,5,1,3,circuit failure caused operational delay; software patch initiated. data loss critical failure
MD05079,Defibrillator,8/26/2015,10,UltraMed,Model-550,USA,23459.22201,8.029441197,3,3,3,System performance degraded due to overheating; mitigation via replacement. data loss hardware fault
MD04538,MRI Scanner,2/11/2017,8,RescueTech,Model-300,Canada,6131.251368,4.824667125,3,1,1,abnormal sound caused operational delay; recalibration initiated. log cleaned stable condition
MD02952,Infusion Pump,4/8/2014,11,CardioSync,Model-300,Italy,6578.317231,2.726882619,1,5,2,Routine check completed; abnormal sound observed during diagnostics. component issue moderate delay
MD02425,PET Scanner,4/4/2022,3,CardioSync,Model-250,Italy,379.5379096,7.227359973,1,2,2,software crash caused operational delay; inspection initiated. moderate delay average severity report
MD00502,X-Ray Machine,8/19/2016,9,RescueTech,Model-550,Italy,8546.064531,1.61431928,4,2,1,System performance degraded due to sensor misalignment; mitigation via software patch. log cleaned low priority fault
MD04848,Infusion Pump,11/11/2022,3,UltraMed,Model-650,UK,9256.959456,7.832340306,5,2,2,abnormal sound caused operational delay; component upgrade initiated. moderate delay non-critical warning
MD02575,PET Scanner,7/24/2014,11,CardioSync,Model-350,France,9137.313526,12.05025171,4,0,2,Component component upgrade after detecting data lag; functionality restored. component issue average severity report
MD01615,X-Ray Machine,10/12/2019,6,UltraMed,Model-550,Canada,16707.40897,16.7274795,2,4,3,Routine check completed; voltage spike observed during diagnostics. sensor replaced critical failure
MD02441,Defibrillator,9/22/2022,3,UltraMed,Model-400,UK,5774.586653,10.58887238,5,1,2,Component recalibration after detecting software crash; functionality restored. driver update moderate delay
MD00717,PET Scanner,7/30/2015,10,MedEquip,Model-500,Canada,5914.022287,7.168568086,2,0,2,circuit failure caused operational delay; system reset initiated. reviewed logs moderate delay
MD02009,Defibrillator,5/23/2014,11,ScanPro,Model-250,Japan,-1512.509994,29.40486972,3,2,3,Component firmware update after detecting voltage spike; functionality restored. critical failure sensor replacement
MD01422,X-Ray Machine,7/24/2016,9,MedEquip,Model-500,France,2386.471643,18.91586819,5,1,3,Component inspection after detecting circuit failure; functionality restored. reboot failed high priority failure
MD04586,MRI Scanner,2/10/2017,8,ScanPro,Model-450,USA,4524.292646,1.344060842,3,0,1,Component recalibration after detecting abnormal sound; functionality restored. software reset quick fix
MD04072,PET Scanner,8/8/2017,8,ScanPro,Model-200,Italy,7301.377604,10.97058571,4,1,3,Component inspection after detecting battery wear; functionality restored. critical failure emergency shutdown
MD05108,PET Scanner,6/14/2017,8,RescueTech,Model-450,Japan,12875.43043,11.19599973,3,2,2,System performance degraded due to abnormal sound; mitigation via replacement. driver update performance warning
MD04207,X-Ray Machine,3/24/2019,6,ScanPro,Model-200,Japan,6094.902013,7.149101148,1,1,1,Routine check completed; voltage spike observed during diagnostics. log cleaned quick fix
MD05204,CT Scanner,12/3/2015,10,RescueTech,Model-650,Japan,11754.53017,18.33147969,2,1,3,software crash caused operational delay; recalibration initiated. data loss high priority failure
MD05360,Infusion Pump,2/9/2014,11,ScanPro,Model-250,UK,2961.154651,8.233303371,5,3,1,Component software patch after detecting software crash; functionality restored. minor issue minor issue
MD01041,X-Ray Machine,3/7/2023,2,MedEquip,Model-300,USA,13294.58209,10.68017894,4,3,3,Component software patch after detecting battery wear; functionality restored. data loss critical failure
MD00508,Infusion Pump,10/25/2020,5,RescueTech,Model-650,France,16067.03225,4.728560176,1,3,3,System performance degraded due to software crash; mitigation via component upgrade. sensor replaced system crash
MD00040,Defibrillator,4/8/2020,5,RescueTech,Model-350,Italy,3347.661696,2.549161073,1,1,1,System performance degraded due to abnormal sound; mitigation via recalibration. quick fix minor issue
MD00914,MRI Scanner,1/15/2022,3,CardioSync,Model-300,Italy,7608.444551,3.578979508,2,2,2,Component software patch after detecting abnormal sound; functionality restored. moderate delay moderate delay
MD03620,Defibrillator,9/17/2020,5,ImagingTech,Model-200,USA,10364.09787,27.91811507,2,3,3,Routine check completed; sensor misalignment observed during diagnostics. data loss high priority failure
MD01827,Defibrillator,1/16/2018,7,UltraMed,Model-600,UK,1351.044848,3.586533981,1,2,1,System performance degraded due to sensor misalignment; mitigation via software patch. software reset stable condition
MD03423,Infusion Pump,6/10/2022,3,ImagingTech,Model-450,Japan,4453.784213,3.033033364,4,3,1,Component software patch after detecting voltage spike; functionality restored. quick fix stable condition
MD02174,Defibrillator,8/6/2022,3,UltraMed,Model-500,Canada,6264.535934,4.192792246,5,1,1,Component system reset after detecting circuit failure; functionality restored. software reset system check passed
MD02804,PET Scanner,3/19/2020,5,ScanPro,Model-250,Canada,5494.841513,6.019668009,1,1,1,Routine check completed; battery wear observed during diagnostics. software reset system check passed
MD05035,Defibrillator,6/27/2015,10,CardioSync,Model-400,Canada,5206.026128,2.903003462,5,0,2,Component software patch after detecting software crash; functionality restored. driver update driver update applied
MD03135,PET Scanner,7/20/2017,8,CardioSync,Model-150,Italy,4132.690583,13.67618297,2,1,2,Routine check completed; voltage spike observed during diagnostics. moderate delay performance warning
MD03840,X-Ray Machine,9/19/2014,11,UltraMed,Model-600,Italy,21087.51299,23.11460236,5,3,3,System performance degraded due to sensor misalignment; mitigation via recalibration. data loss urgent inspection needed
MD01864,Infusion Pump,3/20/2024,1,UltraMed,Model-350,Japan,6801.946292,16.51357061,5,2,2,Routine check completed; circuit failure observed during diagnostics. moderate delay average severity report
MD04393,CT Scanner,5/1/2016,9,ScanPro,Model-100,USA,4582.41537,7.487382522,1,2,2,System performance degraded due to data lag; mitigation via inspection. driver update performance warning
MD02781,Defibrillator,12/25/2016,9,RescueTech,Model-650,Italy,9953.875752,10.4652693,2,4,1,Component firmware update after detecting data lag; functionality restored. log cleaned log file cleared
MD04903,Defibrillator,9/25/2023,2,MedEquip,Model-400,France,5036.078356,3.637804018,3,0,1,System performance degraded due to abnormal sound; mitigation via system reset. software reset temporary glitch
MD02920,PET Scanner,6/19/2013,12,ImagingTech,Model-550,UK,12930.31588,24.19166069,4,1,3,Routine check completed; sensor misalignment observed during diagnostics. reboot failed hardware fault
MD05407,X-Ray Machine,5/3/2019,6,ScanPro,Model-450,France,6115.25613,4.125348852,2,3,1,Component replacement after detecting circuit failure; functionality restored. quick fix stable condition
MD05174,PET Scanner,4/20/2020,5,ScanPro,Model-350,USA,7560.320938,12.55155363,4,1,2,System performance degraded due to battery wear; mitigation via software patch. reviewed logs driver update applied
MD05049,Defibrillator,9/22/2017,8,ScanPro,Model-300,UK,17052.32518,15.77232381,3,1,3,Routine check completed; battery wear observed during diagnostics. sensor replaced high priority failure
MD04134,MRI Scanner,1/10/2015,10,RescueTech,Model-200,Japan,17221.83145,4.278581266,1,3,3,System performance degraded due to overheating; mitigation via firmware update. sensor replaced sensor replacement
MD03847,Defibrillator,8/10/2016,9,RescueTech,Model-550,Japan,4897.696624,3.248154878,2,3,1,System performance degraded due to abnormal sound; mitigation via firmware update. quick fix temporary glitch
MD03317,PET Scanner,12/12/2021,4,RescueTech,Model-300,Japan,3996.554729,6.825995576,4,1,1,Component system reset after detecting data lag; functionality restored. log cleaned minor issue
MD00098,X-Ray Machine,4/23/2017,8,ImagingTech,Model-500,Japan,20988.30603,17.70532392,3,2,3,Routine check completed; battery wear observed during diagnostics. data loss emergency shutdown
MD03588,CT Scanner,6/16/2023,2,UltraMed,Model-150,Italy,14173.02429,10.03721463,5,2,3,Routine check completed; software crash observed during diagnostics. critical failure high priority failure
MD02604,CT Scanner,7/17/2022,3,UltraMed,Model-300,Canada,4086.802099,7.26354195,1,1,1,Component replacement after detecting software crash; functionality restored. quick fix stable condition
MD02980,X-Ray Machine,7/5/2017,8,UltraMed,Model-100,Italy,4736.673395,12.82899367,3,1,2,Routine check completed; circuit failure observed during diagnostics. driver update average severity report
MD00843,X-Ray Machine,11/12/2017,8,ImagingTech,Model-250,UK,3902.457866,8.062334196,5,2,1,software crash caused operational delay; software patch initiated. quick fix low priority fault
MD04942,Defibrillator,12/23/2021,4,MedEquip,Model-500,France,10347.09997,5.328666106,3,0,3,System performance degraded due to circuit failure; mitigation via system reset. critical failure urgent inspection needed
MD02504,Infusion Pump,2/14/2019,6,UltraMed,Model-550,Japan,2934.002182,2.472138927,4,3,1,Component system reset after detecting overheating; functionality restored. minor issue stable condition
MD02667,Defibrillator,1/21/2016,9,CardioSync,Model-150,Canada,4095.847541,15.58595343,2,1,2,System performance degraded due to voltage spike; mitigation via replacement. moderate delay driver update applied
MD00747,PET Scanner,11/29/2020,5,RescueTech,Model-550,UK,16918.09919,15.7917142,2,3,3,Component recalibration after detecting circuit failure; functionality restored. reboot failed system crash
MD02278,Defibrillator,7/1/2023,2,ScanPro,Model-300,Canada,5191.504528,10.30834633,3,1,1,Routine check completed; software crash observed during diagnostics. minor issue temporary glitch
MD05430,Infusion Pump,8/21/2017,8,ScanPro,Model-600,Canada,1448.507116,3.23163752,4,2,1,Routine check completed; data lag observed during diagnostics. software reset routine reset
MD02523,PET Scanner,8/26/2018,7,RescueTech,Model-300,UK,18678.04284,17.08170774,5,3,3,System performance degraded due to battery wear; mitigation via component upgrade. data loss emergency shutdown
MD01664,CT Scanner,1/6/2016,9,UltraMed,Model-200,Italy,9985.283183,9.019697931,3,1,2,System performance degraded due to abnormal sound; mitigation via software patch. driver update driver update applied
MD03243,PET Scanner,5/29/2014,11,ScanPro,Model-350,France,31678.83459,21.07543399,2,3,3,System performance degraded due to battery wear; mitigation via recalibration. data loss system crash
MD01908,CT Scanner,12/2/2023,2,ScanPro,Model-350,Italy,4567.061101,6.906476864,1,1,1,Component software patch after detecting software crash; functionality restored. minor issue minor issue
MD04121,PET Scanner,7/15/2015,10,CardioSync,Model-450,Japan,11282.10279,26.55165414,4,2,3,abnormal sound caused operational delay; recalibration initiated. reboot failed critical malfunction
MD03892,CT Scanner,9/8/2015,10,RescueTech,Model-150,Italy,7025.213923,15.95856713,3,2,2,System performance degraded due to sensor misalignment; mitigation via replacement. reviewed logs non-critical warning
MD04624,PET Scanner,11/10/2023,2,RescueTech,Model-350,France,-494.062708,28.74686357,5,2,3,System performance degraded due to data lag; mitigation via inspection. sensor replaced urgent inspection needed
MD02701,PET Scanner,3/2/2017,8,ImagingTech,Model-500,Canada,7263.279071,10.67123351,3,0,1,System performance degraded due to sensor misalignment; mitigation via software patch. software reset temporary glitch
MD02538,PET Scanner,4/18/2014,11,UltraMed,Model-200,Canada,2987.142302,28.09589693,2,1,3,data lag caused operational delay; replacement initiated. sensor replaced sensor replacement
MD04630,X-Ray Machine,8/1/2016,9,MedEquip,Model-400,UK,4226.551052,10.20539102,2,2,1,voltage spike caused operational delay; inspection initiated. software reset low priority fault
MD03807,Defibrillator,2/20/2022,3,CardioSync,Model-400,UK,660.0830743,12.83012546,3,0,2,circuit failure caused operational delay; replacement initiated. driver update moderate delay
MD03140,PET Scanner,12/4/2013,12,UltraMed,Model-500,Japan,5510.991556,7.688426114,5,0,1,System performance degraded due to abnormal sound; mitigation via inspection. software reset system check passed
MD04286,PET Scanner,12/30/2014,11,ImagingTech,Model-150,Japan,23491.64029,24.61910306,3,4,3,circuit failure caused operational delay; recalibration initiated. data loss emergency shutdown
MD03626,Infusion Pump,10/28/2015,10,CardioSync,Model-250,UK,11416.07695,3.529518626,5,4,2,abnormal sound caused operational delay; replacement initiated. reviewed logs component review
MD01732,MRI Scanner,4/27/2016,9,CardioSync,Model-350,Japan,5129.710988,4.588629202,4,0,2,Routine check completed; sensor misalignment observed during diagnostics. reviewed logs average severity report
